"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"11203",54457,76085,10828,5769,1342,28276,16.38,35474,0.1,6.18,9.44,34859,31.32,59.84,12.86,45.12,1.4,0.09,0.96,0.3,4.37,3.03,6.2,464,1708,2808,143,6.42,3.73,86.33,0.18,1.72,2204,47.95,44.61,40.2,"MULTIPOLYGON (((-73.94768 40.6603, -73.94261 40.66061, -73.94283 40.66285, -73.94003 40.66302, -73.93161 40.66356, -73.93156 40.66276, -73.92819 40.66018, -73.92726 40.65934, -73.9272 40.65854, -73.92178 40.65442, -73.92058 40.65071, -73.91995 40.64471, -73.92087 40.644, -73.92174 40.64338, -73.92163 40.64281, -73.92067 40.64267, -73.91973 40.64272, -73.92161 40.64169, -73.92221 40.64106, -73.92333 40.6399, -73.92608 40.63816, -73.93158 40.63539, -73.93223 40.63496, -73.93439 40.63483, -73.93536 40.63477, -73.93561 40.63704, -73.93751 40.63692, -73.93776 40.63926, -73.9425 40.63896, -73.94265 40.64034, -73.94651 40.6401, -73.94706 40.64525, -73.94747 40.64904, -73.94648 40.6491, -73.94716 40.65559, -73.94726 40.65644, -73.94768 40.6603)))",21.81,6.73,2.9
"11218",73470,72413,13314,7224,1593,24848,15.77,34001,0.03,5.56,6.91,33192,21.32,59.87,6.93,52.16,0.57,0.03,1.62,1.53,10.4,4.67,6.6,544,1811,2431,99,17.19,52.42,7.4,0.15,18.63,1827,47.96,39.24,35.3,"MULTIPOLYGON (((-73.98906 40.64412, -73.9818 40.64713, -73.98029 40.6473, -73.9818 40.65525, -73.97977 40.65723, -73.97675 40.65551, -73.97516 40.65872, -73.97404 40.65735, -73.97234 40.65138, -73.97262 40.65084, -73.97208 40.65064, -73.97169 40.65106, -73.96621 40.65319, -73.96465 40.65089, -73.96703 40.64995, -73.96755 40.64768, -73.96639 40.64659, -73.96617 40.64043, -73.96538 40.63628, -73.96987 40.63419, -73.97716 40.63075, -73.97725 40.63071, -73.97816 40.63028, -73.98014 40.63235, -73.97897 40.63348, -73.98143 40.63495, -73.98525 40.63817, -73.98804 40.63895, -73.98745 40.6395, -73.99193 40.6422, -73.98906 40.64412)))",28.36,6.75,2.52
"11207",39382,91083,25675,8810,1219,33619,33.91,38579,0.33,5.19,11.29,37385,23.21,68.52,8.75,58.54,1.06,0.06,0.23,0.86,3.46,3.22,9.52,656,2667,2600,112,31.63,4.97,58.8,0.17,1.78,1078,60.82,44.92,35.2,"MULTIPOLYGON (((-73.90885 40.6934, -73.9036 40.69041, -73.90207 40.692, -73.90042 40.68818, -73.90116 40.68788, -73.89652 40.6824, -73.8942 40.68531, -73.89252 40.68342, -73.88961 40.68421, -73.88819 40.68256, -73.8865 40.68335, -73.8836 40.6679, -73.87883 40.66154, -73.87968 40.66117, -73.87611 40.65713, -73.87973 40.65556, -73.8762 40.6507, -73.87844 40.64933, -73.88221 40.6545, -73.88999 40.65114, -73.89137 40.65236, -73.89339 40.65093, -73.89557 40.65308, -73.89726 40.6536, -73.89761 40.65345, -73.898 40.6538, -73.89904 40.65737, -73.89881 40.65741, -73.90066 40.66059, -73.90042 40.66381, -73.90348 40.67551, -73.90469 40.67794, -73.90347 40.6789, -73.90405 40.67922, -73.91605 40.68607, -73.90885 40.6934)))",37.86,6.63,1.18
"10314",91505,89792,8097,5460,1429,30882,7.1,40603,0.11,6.57,7.91,40098,67.58,26.29,23.66,1.24,0.07,1.32,0.26,0.1,2.47,2.53,4.67,401,1209,1516,16,15.26,62.43,3.19,0.04,16.73,2450,11.57,41.81,41.1,"MULTIPOLYGON (((-74.21317 40.55869, -74.21122 40.56058, -74.21089 40.5609, -74.2087 40.56999, -74.20747 40.57514, -74.20641 40.57952, -74.20627 40.58012, -74.20434 40.58815, -74.20405 40.58934, -74.19682 40.59704, -74.19541 40.60181, -74.1961 40.61617, -74.20052 40.61684, -74.20099 40.61691, -74.20181 40.61951, -74.2015 40.62257, -74.20058 40.63145, -74.19885 40.6331, -74.19645 40.63539, -74.19252 40.63336, -74.19603 40.63156, -74.197 40.63228, -74.1967 40.63188, -74.19497 40.63096, -74.19283 40.63095, -74.19225 40.62881, -74.19046 40.62887, -74.18942 40.63065, -74.18821 40.62902, -74.18542 40.62866, -74.18482 40.62751, -74.18378 40.62831, -74.17767 40.62507, -74.17633 40.62378, -74.17665 40.62075, -74.17847 40.61557, -74.18031 40.61218, -74.17889 40.61357, -74.17616 40.6178, -74.17423 40.61955, -74.16872 40.62121, -74.16799 40.62097, -74.1647 40.61963, -74.16407 40.62192, -74.15154 40.6212, -74.14961 40.62279, -74.14877 40.6251, -74.14614 40.62493, -74.14769 40.62207, -74.15155 40.61751, -74.14793 40.62134, -74.14661 40.62029, -74.14497 40.62023, -74.14529 40.61855, -74.14689 40.61854, -74.14732 40.61707, -74.14162 40.61652, -74.14135 40.61977, -74.14168 40.62163, -74.13666 40.62151, -74.13639 40.62347, -74.13401 40.62214, -74.13226 40.62278, -74.13191 40.62165, -74.13041 40.62177, -74.13061 40.62349, -74.12629 40.62384, -74.12452 40.62303, -74.1247 40.62368, -74.12204 40.62418, -74.11967 40.62174, -74.11794 40.61784, -74.1147 40.61807, -74.11387 40.61164, -74.11128 40.61049, -74.10992 40.61017, -74.11066 40.60593, -74.11487 40.60214, -74.11684 40.60189, -74.11664 40.59906, -74.11943 40.59836, -74.11958 40.60182, -74.1206 40.60181, -74.12077 40.60067, -74.12264 40.59942, -74.12628 40.59345, -74.12638 40.59072, -74.12782 40.58944, -74.12778 40.58745, -74.1291 40.58629, -74.12942 40.58368, -74.13072 40.58304, -74.13352 40.58425, -74.13394 40.5863, -74.13867 40.58902, -74.14583 40.58856, -74.14632 40.58607, -74.15253 40.58062, -74.15477 40.57925, -74.16983 40.57088, -74.16961 40.56644, -74.17056 40.56684, -74.17531 40.56688, -74.17761 40.57075, -74.17904 40.5717, -74.18377 40.57361, -74.18688 40.57706, -74.19178 40.57618, -74.19796 40.57841, -74.1968 40.5755, -74.1941 40.56739, -74.19346 40.56619, -74.19991 40.56085, -74.20238 40.55935, -74.20639 40.5581, -74.21198 40.55742, -74.21317 40.55869), (-74.18246 40.60421, -74.18041 40.60293, -74.17738 40.60504, -74.17696 40.60599, -74.17918 40.60787, -74.18058 40.60602, -74.18246 40.60421)))",15.1,3.5,2.73
"10458",35423,85620,28093,12306,1265,27581,46.91,35595,0.13,5.79,7.23,34088,16.82,66.77,18.62,43.93,4.15,0,0.89,0.55,10.7,3.96,14.61,527,4527,3822,161,70.87,7.98,16.54,0.11,2.91,999,72.86,40.6,28.9,"MULTIPOLYGON (((-73.89883 40.8593, -73.89707 40.86253, -73.89438 40.86607, -73.89174 40.86951, -73.88785 40.87212, -73.88738 40.87272, -73.88478 40.87842, -73.88247 40.87213, -73.87986 40.86827, -73.88386 40.86519, -73.8809 40.86129, -73.88088 40.85751, -73.87742 40.85538, -73.88071 40.8568, -73.88273 40.85365, -73.88382 40.8515, -73.88803 40.851, -73.88723 40.85249, -73.89478 40.85593, -73.89601 40.8556, -73.89995 40.85742, -73.89883 40.8593)))",47.18,10.55,1.17
"10022",150718,31130,1220,656,2562,17953,1,19599,0,0.79,1.38,19436,6.97,35.31,5.71,27.49,2.07,0.04,4.58,1.04,40.84,10.18,2.32,0,137,202,0,7.7,76.72,1.26,0.25,12.05,2839,72,23.27,46.2,"MULTIPOLYGON (((-73.9772 40.75854, -73.97674 40.75916, -73.97629 40.75979, -73.97583 40.76042, -73.97346 40.76366, -73.97187 40.76296, -73.97141 40.76359, -73.97302 40.76428, -73.97255 40.7649, -73.96388 40.76123, -73.96244 40.76144, -73.95926 40.75928, -73.95972 40.75866, -73.95881 40.75826, -73.96085 40.75573, -73.96471 40.75172, -73.96482 40.7525, -73.96616 40.75388, -73.97282 40.75587, -73.97444 40.75656, -73.97765 40.75791, -73.9772 40.75854), (-73.97352 40.75781, -73.97191 40.75712, -73.97145 40.75775, -73.97099 40.75837, -73.97261 40.75906, -73.97307 40.75843, -73.97352 40.75781)))",6.03,1.09,9.12
"10024",143623,58102,4248,1985,2281,28165,4.95,34226,0,1.99,0.59,33317,6.77,66.41,5.01,59.13,1.77,0,3.99,2.57,8.91,10.61,2.73,163,615,981,70,10.7,76.18,3.21,0,7.95,3715,70.74,27.81,43.7,"MULTIPOLYGON (((-73.98814 40.78141, -73.9729 40.80338, -73.96417 40.81579, -73.96207 40.8181, -73.96069 40.81751, -73.96128 40.81661, -73.9614 40.81515, -73.96402 40.81133, -73.96442 40.81076, -73.9659 40.80881, -73.96652 40.80823, -73.97027 40.80236, -73.97374 40.79861, -73.97426 40.79659, -73.97679 40.79431, -73.97709 40.79272, -73.96701 40.78848, -73.97407 40.7788, -73.97756 40.78091, -73.98106 40.78175, -73.98213 40.78303, -73.98445 40.78319, -73.98568 40.78031, -73.98654 40.78066, -73.98731 40.78104, -73.98814 40.78141)))",10.73,3.15,6.39
"11370",63706,31580,2843,2419,1691,7850,10.37,11802,0,8.31,9.75,10631,38.03,53.63,11.33,41.63,0.67,0,0.48,0.61,3.44,3.26,5.08,48,678,866,18,38.21,24.52,13.23,0.18,22.66,427,34.1,36.35,37.6,"MULTIPOLYGON (((-73.89277 40.79284, -73.89194 40.7967, -73.89089 40.79778, -73.88789 40.7984, -73.88683 40.79804, -73.88293 40.79529, -73.87818 40.79441, -73.8753 40.7924, -73.87141 40.79028, -73.87097 40.78906, -73.87081 40.7879, -73.87163 40.7868, -73.87309 40.78585, -73.87697 40.78578, -73.87831 40.78536, -73.8853 40.78668, -73.88831 40.78701, -73.89057 40.79011, -73.89218 40.79039, -73.89277 40.79284)), ((-73.90033 40.76881, -73.89289 40.77381, -73.8919 40.77676, -73.89046 40.77755, -73.88908 40.77357, -73.88942 40.77305, -73.88873 40.76892, -73.88773 40.76691, -73.88755 40.76635, -73.88277 40.76731, -73.88241 40.76536, -73.88427 40.76517, -73.88268 40.76161, -73.88325 40.75953, -73.88258 40.75585, -73.89652 40.75439, -73.89772 40.76098, -73.89855 40.75993, -73.89877 40.75992, -73.8951 40.76436, -73.89432 40.76615, -73.90066 40.76721, -73.90033 40.76881)))",16.66,5.1,1.35
"11430",NA,206,147,26,NA,0,NA,77,0,22.08,0,72,0,100,30.56,61.11,0,0,0,0,0,0,84.42,0,6,16,0,33.01,4.85,59.22,0,2.91,0,NA,NA,47.9,"MULTIPOLYGON (((-73.8327 40.66541, -73.82683 40.66371, -73.82301 40.66384, -73.81334 40.66281, -73.81207 40.66303, -73.81131 40.66412, -73.81032 40.66708, -73.80166 40.66676, -73.80216 40.66525, -73.79509 40.66489, -73.78505 40.66344, -73.78079 40.66233, -73.77724 40.66079, -73.77401 40.65978, -73.76735 40.65616, -73.75162 40.64723, -73.7489 40.64516, -73.74626 40.64049, -73.748 40.63463, -73.76743 40.62661, -73.76871 40.62439, -73.76876 40.62435, -73.76855 40.62315, -73.76952 40.6221, -73.76975 40.62113, -73.77008 40.62082, -73.77024 40.62047, -73.77041 40.62026, -73.77059 40.62011, -73.77077 40.62003, -73.7711 40.62, -73.77139 40.62015, -73.77091 40.62308, -73.77512 40.61923, -73.77186 40.62376, -73.77538 40.62706, -73.7785 40.62758, -73.78571 40.63209, -73.78733 40.63252, -73.78943 40.63426, -73.79079 40.63428, -73.79812 40.63104, -73.79131 40.63453, -73.79235 40.63591, -73.79451 40.63645, -73.79726 40.63801, -73.8067 40.64178, -73.80865 40.64281, -73.81629 40.64596, -73.81863 40.64659, -73.82176 40.6498, -73.82348 40.65537, -73.82239 40.65938, -73.82148 40.66, -73.81881 40.66108, -73.81151 40.66077, -73.81933 40.66194, -73.82352 40.66007, -73.82497 40.65566, -73.82291 40.64809, -73.82468 40.64973, -73.82641 40.64826, -73.82839 40.65603, -73.82987 40.65997, -73.8327 40.66541)))",83.98,10.68,0
"10455",28585,41951,15824,7159,1005,14427,49.07,15609,0.09,5.1,7.21,15153,17.13,69.31,14.58,53.78,0.94,0,0.9,0.63,8.3,3.29,15.47,466,2044,1475,101,71.7,1.57,24.5,0.23,0.92,250,74.69,42.3,30.5,"MULTIPOLYGON (((-73.92035 40.81463, -73.91924 40.81722, -73.91746 40.81676, -73.9189 40.81797, -73.91742 40.82128, -73.91216 40.81979, -73.91189 40.82026, -73.91035 40.81995, -73.90531 40.81792, -73.90299 40.82003, -73.90211 40.8185, -73.90002 40.81859, -73.89543 40.81584, -73.8972 40.81351, -73.90299 40.80936, -73.90783 40.80676, -73.90496 40.80853, -73.91037 40.80964, -73.91069 40.80881, -73.91518 40.81043, -73.91447 40.81165, -73.91927 40.81373, -73.92012 40.81289, -73.92209 40.81373, -73.92035 40.81463)))",54.79,9.74,0.6
"10119",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.99395 40.75152, -73.99111 40.75032, -73.99201 40.7491, -73.99484 40.75029, -73.99395 40.75152)))",NA,NA,NA
"10031",53660,59586,13055,7227,1425,21744,26.39,34146,0.11,3.82,3.93,33226,6.89,77.84,8.24,67.88,1.11,0.13,0.64,1.7,5.42,7.13,7.07,43,3248,3172,193,51.2,19.05,22.7,0.08,3.99,1123,79.02,36.04,34.5,"MULTIPOLYGON (((-73.95801 40.82279, -73.95965 40.82368, -73.95727 40.82715, -73.95383 40.82865, -73.95028 40.83433, -73.94934 40.83398, -73.94971 40.8327, -73.94108 40.82908, -73.94017 40.83038, -73.93859 40.82972, -73.93925 40.8283, -73.94292 40.82326, -73.94476 40.82403, -73.94608 40.82126, -73.94808 40.82211, -73.94762 40.82005, -73.94973 40.81792, -73.95227 40.81722, -73.96001 40.82042, -73.95801 40.82279)))",34.04,11.17,1.88
"11415",70900,18891,1904,1098,1578,8381,7.92,10278,0,4.2,8.92,9804,30.38,57.13,8.48,43.89,4.76,0,1.21,1.7,5,3.14,3.53,196,364,528,73,25.13,48.39,6.15,0.69,16.24,762,42.58,40.87,40.2,"MULTIPOLYGON (((-73.84302 40.70918, -73.83704 40.71131, -73.83098 40.71431, -73.82712 40.71271, -73.82428 40.71383, -73.82066 40.70987, -73.81831 40.70616, -73.82008 40.70503, -73.82202 40.70521, -73.82154 40.70373, -73.83152 40.70139, -73.83234 40.70076, -73.83302 40.70257, -73.83498 40.7071, -73.83619 40.70757, -73.83418 40.70867, -73.83405 40.71003, -73.83611 40.71147, -73.83674 40.71079, -73.84144 40.70896, -73.84302 40.70918)))",15.89,6.15,4.03
"11375",84713,73034,6118,3440,1763,32549,7.02,36966,0.05,2.89,3.81,36088,27.27,62.09,3.78,55.58,2.61,0,0.35,0.17,5.33,4.2,4.88,242,1006,1486,82,15.02,49.77,2.42,0.07,28.7,2284,42.01,42.31,43,"MULTIPOLYGON (((-73.85852 40.72153, -73.85711 40.72176, -73.8539 40.72682, -73.85178 40.7277, -73.85288 40.73043, -73.85114 40.73095, -73.85216 40.73295, -73.8547 40.73283, -73.85615 40.73565, -73.85418 40.73695, -73.85135 40.73759, -73.84756 40.73906, -73.84525 40.74017, -73.84457 40.73513, -73.84275 40.73211, -73.83961 40.72913, -73.83777 40.7267, -73.83584 40.72253, -73.83161 40.71783, -73.82968 40.71694, -73.82557 40.71615, -73.8257 40.71606, -73.82698 40.71539, -73.83098 40.71431, -73.83704 40.71131, -73.84302 40.70918, -73.84568 40.70848, -73.84952 40.70839, -73.85475 40.70677, -73.85594 40.7064, -73.8573 40.71146, -73.85852 40.72153)))",13.09,3.86,3.13
"10037",46263,20462,5077,3010,1216,9581,18.55,8397,0.64,2.11,8.41,8247,13.69,69.44,5.78,62.69,0.97,0,1.65,0.34,8.35,5.75,12.46,32,714,604,36,20.98,5.95,68.18,0.04,2.79,354,79.22,35.52,36.1,"MULTIPOLYGON (((-73.9418 40.81282, -73.94248 40.81391, -73.94085 40.81411, -73.93718 40.81914, -73.93426 40.81791, -73.93434 40.81876, -73.93382 40.81949, -73.93383 40.81419, -73.93427 40.80933, -73.93322 40.80725, -73.93465 40.80668, -73.93672 40.80822, -73.93995 40.80958, -73.9404 40.80896, -73.9434 40.81063, -73.9418 40.81282)))",39.52,6.77,1.73
"10174",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97556 40.75212, -73.97396 40.75144, -73.97445 40.75077, -73.97605 40.75144, -73.97556 40.75212)))",NA,NA,NA
"10011",138272,49949,4844,1379,2226,29089,6.08,33675,0.19,0.51,0.74,32881,6.36,54.17,1.79,50.64,1.41,0.22,3.52,2.69,25.37,7.16,3.74,96,465,686,0,11.93,72.38,3.84,0,8.78,2982,78.59,22.04,41.4,"MULTIPOLYGON (((-74.01236 40.74354, -74.00899 40.74395, -74.00965 40.74529, -74.01186 40.74553, -74.00945 40.74569, -74.00899 40.74842, -74.01 40.74893, -74.00785 40.75379, -74.00615 40.75619, -74.00559 40.75589, -74.00703 40.75379, -74.00828 40.75027, -74.00796 40.74926, -74.00653 40.74955, -74.00085 40.74715, -74.0004 40.74777, -73.99744 40.74616, -73.99206 40.74392, -73.99403 40.74122, -73.99094 40.73967, -73.99362 40.736, -73.99697 40.73141, -73.9996 40.73104, -74.00095 40.73171, -73.99956 40.73361, -74.00252 40.73975, -74.00537 40.74094, -74.00486 40.74164, -74.00771 40.74283, -74.0082 40.74215, -74.00933 40.74257, -74.01236 40.74354)))",12.46,2.5,5.97
"11106",68530,37690,4744,3571,1666,16917,13.67,22055,0.02,4.19,5.58,21015,14.48,71.57,3.04,67.19,0.98,0.24,0.64,1.75,7.21,3.73,5.44,94,1065,1187,131,26.49,41.66,6.81,0.11,21.02,833,60.97,36.58,35.8,"MULTIPOLYGON (((-73.94472 40.76288, -73.94131 40.76692, -73.93532 40.77049, -73.93496 40.77173, -73.93523 40.76953, -73.92188 40.76357, -73.91897 40.7622, -73.92113 40.75997, -73.92246 40.75743, -73.92651 40.75243, -73.93701 40.75824, -73.9433 40.76066, -73.94247 40.76199, -73.94472 40.76288)))",22.06,6.57,2.21
"11223",54023,81388,15146,9943,1349,27951,26.74,34499,0.14,7.11,8.69,33672,29.19,54.89,6.24,48.11,0.52,0,0.21,1.17,7.96,6.09,7.51,290,2696,2431,78,14.53,52.67,3.88,0.23,25.14,1748,43.73,42.17,36.7,"MULTIPOLYGON (((-73.98725 40.60724, -73.97403 40.6087, -73.97299 40.60881, -73.9643 40.60978, -73.96238 40.60999, -73.96173 40.60536, -73.95978 40.5963, -73.96089 40.59436, -73.95947 40.59457, -73.959 40.59178, -73.96068 40.5916, -73.96513 40.59111, -73.96564 40.58889, -73.96797 40.58863, -73.96633 40.5859, -73.96915 40.58487, -73.96661 40.58458, -73.96782 40.58454, -73.96909 40.584, -73.9775 40.58278, -73.98281 40.58379, -73.98464 40.59355, -73.98468 40.59366, -73.98748 40.60454, -73.98725 40.60724)))",30.83,6.75,2.15
"10065",148441,29530,1727,596,2480,15255,2.6,17640,0,0.89,1,17498,7.53,44.29,7.18,35.75,1.35,0,4.7,1.07,34.5,7.06,2.41,92,234,343,53,7.78,77.15,2.25,0,11.38,1936,71.56,24.52,38.9,"MULTIPOLYGON (((-73.96844 40.77052, -73.95516 40.76492, -73.95361 40.76347, -73.95231 40.76456, -73.95631 40.76048, -73.95881 40.75991, -73.95926 40.75928, -73.96244 40.76144, -73.96388 40.76123, -73.97255 40.7649, -73.96844 40.77052)))",7.87,2.44,6.56
"10463",58408,71132,11473,5533,1364,28752,20.73,32810,0.16,3.39,4.17,31779,29.3,57.22,11.58,40.5,4.91,0.01,1.17,0.56,6.45,4.17,6.89,308,1277,1917,154,50.17,31.16,11.97,0.16,3.78,2878,49.09,43.44,40.4,"MULTIPOLYGON (((-73.92497 40.87914, -73.92096 40.88729, -73.9187 40.88688, -73.91876 40.88557, -73.91604 40.88487, -73.91398 40.88637, -73.91669 40.8869, -73.91634 40.89129, -73.9129 40.88975, -73.90906 40.88951, -73.90626 40.88757, -73.90551 40.89019, -73.90286 40.88916, -73.90237 40.88725, -73.89984 40.88654, -73.89571 40.88578, -73.88705 40.88436, -73.88697 40.88281, -73.8881 40.88285, -73.89141 40.87897, -73.89733 40.87145, -73.89843 40.87374, -73.90045 40.8747, -73.90021 40.87705, -73.9017 40.87627, -73.90271 40.87398, -73.9029 40.87106, -73.90402 40.86994, -73.90675 40.86862, -73.90837 40.86725, -73.90809 40.86907, -73.90616 40.87324, -73.90641 40.8733, -73.90889 40.86794, -73.90853 40.87179, -73.9086 40.87168, -73.91053 40.87407, -73.9152 40.87558, -73.91981 40.87658, -73.9226 40.87878, -73.92497 40.87914)))",23.91,5.14,4.05
"10030",42348,31060,8545,3300,1023,12688,33.66,15086,0,3.44,8.03,14615,10.03,73.6,10.11,61.5,1.98,0,0.27,0.57,9.83,4.75,11.05,16,1055,1151,73,26.79,10.79,56.46,0.02,2.08,475,78.03,35.53,35.4,"MULTIPOLYGON (((-73.94608 40.82126, -73.94476 40.82403, -73.94292 40.82326, -73.94351 40.82263, -73.94241 40.82216, -73.94192 40.82284, -73.93623 40.82044, -73.93718 40.81914, -73.94085 40.81411, -73.94248 40.81391, -73.9418 40.81282, -73.94251 40.81279, -73.94449 40.81313, -73.94868 40.81569, -73.94608 40.82126)))",38.14,7.39,1.53
"11367",63546,41207,5840,3660,1403,14348,15.53,18403,0,7.16,6.72,17822,47.58,41.11,16.61,23.32,0.97,0,0.05,0,7.24,3.09,6.08,83,1027,1274,87,17.03,45.92,6.35,0.42,26.83,1254,29.2,39.57,36.6,"MULTIPOLYGON (((-73.84525 40.74017, -73.84193 40.74176, -73.83593 40.7435, -73.82708 40.74264, -73.82498 40.74311, -73.8212 40.74092, -73.81653 40.7396, -73.81513 40.73992, -73.81506 40.73899, -73.81322 40.73876, -73.80941 40.7386, -73.81048 40.73699, -73.81239 40.73707, -73.81257 40.73454, -73.81069 40.73368, -73.81228 40.73222, -73.81089 40.72717, -73.80934 40.72096, -73.80979 40.71972, -73.80904 40.71991, -73.80861 40.71842, -73.81184 40.71787, -73.81212 40.71906, -73.8193 40.71714, -73.82057 40.71667, -73.82557 40.71615, -73.82968 40.71694, -73.83161 40.71783, -73.83584 40.72253, -73.83777 40.7267, -73.83961 40.72913, -73.84275 40.73211, -73.84457 40.73513, -73.84525 40.74017)))",23.05,6,3.04
"11692",46819,22074,5472,1587,1106,7306,32.79,8634,0.14,6.03,8.3,8493,45.97,46.04,12.5,32.19,0.88,0.46,0.79,1.05,3.12,1.66,12.66,86,278,615,64,23.29,11.43,56.79,0.19,5.29,440,40.1,53.76,36,"MULTIPOLYGON (((-73.80533 40.59052, -73.80314 40.59066, -73.80244 40.59264, -73.80324 40.59409, -73.80511 40.59715, -73.80285 40.59892, -73.79677 40.59938, -73.79365 40.60262, -73.78906 40.60562, -73.78664 40.60326, -73.78789 40.60104, -73.78954 40.59994, -73.7911 40.59681, -73.79065 40.59478, -73.78918 40.5952, -73.78915 40.59751, -73.7848 40.5977, -73.78361 40.59514, -73.78337 40.59272, -73.78506 40.5922, -73.78163 40.59222, -73.78142 40.59077, -73.7795 40.59109, -73.77948 40.59263, -73.77445 40.59294, -73.77023 40.59398, -73.76964 40.5908, -73.77493 40.59076, -73.80143 40.58566, -73.80402 40.58649, -73.80514 40.58821, -73.80533 40.59052)))",31.98,4.73,1.99
"10038",95702,23311,4140,1621,2539,10461,18.54,12676,0,1.6,2.59,12507,7.32,51.89,1.16,49.55,0.96,0.22,1.24,3.03,29.88,5.59,5.36,155,377,296,102,11.71,47.91,7,0.25,29.12,421,78,25.54,36.1,"MULTIPOLYGON (((-74.00999 40.70981, -74.0086 40.71139, -74.00559 40.71217, -74.00486 40.71245, -74.00377 40.71188, -74.00089 40.71301, -74.00046 40.71437, -73.99858 40.71347, -73.9975 40.71407, -73.99622 40.70918, -73.99402 40.70949, -73.99219 40.71089, -73.99194 40.70953, -73.99818 40.70848, -73.99918 40.70802, -74.00127 40.70693, -74.00122 40.70541, -74.00455 40.70484, -74.00378 40.70355, -74.00405 40.70365, -74.00678 40.70198, -74.00785 40.70311, -74.00456 40.7051, -74.00865 40.70734, -74.00913 40.70929, -74.01054 40.70915, -74.00999 40.70981)))",24.71,3.99,1.81
"10475",51951,42818,4677,4025,1017,18902,14.4,19686,0.15,3.7,6.92,19003,32.59,57.03,27.26,27.52,2.25,0,0.56,0,7.83,0.81,6.99,259,1078,944,145,29.02,6.64,59.17,0,2.44,1010,44.62,48.75,47.2,"MULTIPOLYGON (((-73.83874 40.88127, -73.83324 40.88434, -73.82525 40.88682, -73.82375 40.88783, -73.81972 40.89021, -73.81516 40.889, -73.81541 40.88665, -73.81936 40.88573, -73.81981 40.88557, -73.81993 40.88212, -73.8233 40.8731, -73.82127 40.86907, -73.81634 40.8661, -73.81675 40.86454, -73.81756 40.86359, -73.81881 40.86248, -73.82077 40.86008, -73.818 40.86108, -73.81486 40.86114, -73.81486 40.85837, -73.81864 40.85678, -73.81658 40.8535, -73.81664 40.85349, -73.81615 40.85102, -73.81593 40.84989, -73.81577 40.84973, -73.81567 40.84886, -73.82048 40.8485, -73.82496 40.84611, -73.82549 40.84584, -73.82691 40.85059, -73.82616 40.85558, -73.82837 40.86095, -73.82959 40.86217, -73.83316 40.86832, -73.83519 40.87505, -73.83874 40.88127)))",20.32,5.67,2.36
"11229",64631,83119,11301,7331,1374,30774,19.88,37940,0.08,6.25,7.8,37101,36,50.89,7.94,42.33,0.43,0.1,0.49,0.97,6.54,4.45,5.92,487,2012,2643,116,11.1,58.04,5.39,0.08,22.78,2352,37.77,44.99,40.8,"MULTIPOLYGON (((-73.96238 40.60999, -73.95258 40.61104, -73.95078 40.61163, -73.94931 40.61403, -73.94912 40.61305, -73.94826 40.61364, -73.94835 40.61414, -73.94657 40.61479, -73.94699 40.617, -73.94607 40.6171, -73.94574 40.61536, -73.94483 40.61605, -73.94431 40.61341, -73.94375 40.61295, -73.94298 40.61345, -73.93935 40.61019, -73.93754 40.60856, -73.93605 40.60951, -73.93423 40.6079, -73.93351 40.60834, -73.92987 40.60507, -73.93355 40.60269, -73.92813 40.59778, -73.92957 40.59682, -73.91799 40.58653, -73.91766 40.58561, -73.91994 40.58465, -73.92595 40.58501, -73.92792 40.5875, -73.92797 40.58876, -73.93073 40.58963, -73.93088 40.59138, -73.92986 40.59372, -73.93025 40.59438, -73.93301 40.59464, -73.959 40.59178, -73.95947 40.59457, -73.96089 40.59436, -73.95978 40.5963, -73.96173 40.60536, -73.96238 40.60999)))",22.42,6.33,2.83
