STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,REPORT_TYPE,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyMaximumDryBulbTemperature,DailyPrecipitation,DailySnowDepth,DailySnowfall,Sunrise,Sunset,daylight_time
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-13,5.37,,0.0,0.0,0.0,,61,41,,240.0,250.0,13.0,19.0,,,,,,,,SOD  ,24.0,51.0,36.0,40.0,5.4,61.0,0.0,0.0,0.0,06:41:00,16:39:00,598
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-14,3.58,,0.0,0.0,0.0,,62,46,,270.0,260.0,13.0,19.9,,,,,,,1.0,SOD  ,22.0,54.0,28.0,41.0,3.6,62.0,0.0,0.0,0.0,06:43:00,16:38:00,595
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-15,5.59,,1.81,0.0,0.0,,56,47,,30.0,20.0,17.0,29.1,1.0,1.0,,,,,,SOD  ,44.0,52.0,83.0,47.0,5.5,56.0,1.81,0.0,0.0,06:44:00,16:37:00,593
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-16,4.03,,0.0,0.0,0.0,,61,45,,240.0,270.0,10.1,17.0,,,,,,,,SOD  ,37.0,53.0,56.0,45.0,4.1,61.0,0.0,0.0,0.0,06:45:00,16:36:00,591
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-17,4.25,,0.0,0.0,0.0,,61,49,,10.0,350.0,13.0,19.9,,,,,,,,SOD  ,39.0,55.0,58.0,47.0,4.2,61.0,0.0,0.0,0.0,06:46:00,16:36:00,590
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-18,2.46,,0.0,0.0,0.0,,64,44,,310.0,360.0,8.1,13.0,,,,,,,,SOD  ,37.0,54.0,55.0,46.0,2.4,64.0,0.0,0.0,0.0,06:47:00,16:35:00,588
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-19,4.92,,0.25,0.0,0.0,,63,37,,280.0,300.0,18.1,32.0,1.0,,,,,,,SOD  ,44.0,50.0,71.0,49.0,4.9,63.0,0.25,0.0,0.0,06:48:00,16:34:00,586
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-20,10.29,,0.31,0.0,0.0,,42,34,,280.0,280.0,25.1,38.9,1.0,,,,,,,SOD  ,27.0,38.0,62.0,34.0,10.3,42.0,0.31,0.0,0.0,06:50:00,16:34:00,584
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-21,13.2,,0.0,0.0,0.0,,41,36,,280.0,290.0,21.9,38.9,,,,,,,,SOD  ,18.0,39.0,43.0,31.0,13.1,41.0,0.0,0.0,0.0,06:51:00,16:33:00,582
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-22,9.62,,0.0,0.0,0.0,,41,37,,310.0,290.0,21.0,36.9,,,,,,,,SOD  ,20.0,39.0,49.0,32.0,9.6,41.0,0.0,0.0,0.0,06:52:00,16:32:00,580
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-23,4.92,,0.0,0.0,0.0,,45,35,,300.0,290.0,12.1,19.9,,,,,,,,SOD  ,22.0,40.0,50.0,33.0,4.8,45.0,0.0,0.0,0.0,06:53:00,16:32:00,579
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-24,4.47,,0.03,0.0,0.0,,48,38,,80.0,120.0,8.9,14.1,1.0,,,,,,,SOD  ,35.0,43.0,72.0,41.0,4.5,48.0,0.03,0.0,0.0,06:54:00,16:31:00,577
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-25,2.01,,0.02,0.0,0.0,,54,45,,280.0,270.0,8.9,13.0,1.0,,,,,,1.0,SOD  ,43.0,50.0,79.0,46.0,2.0,54.0,0.02,0.0,0.0,06:55:00,16:31:00,576
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-26,4.47,,0.0,0.0,0.0,,50,40,,310.0,300.0,14.1,21.0,1.0,,,,,,1.0,SOD  ,36.0,45.0,69.0,42.0,4.4,50.0,0.0,0.0,0.0,06:56:00,16:30:00,574
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-27,4.7,,0.0,0.0,0.0,,50,39,,310.0,320.0,15.0,23.9,,,,,,,,SOD  ,29.0,45.0,56.0,38.0,4.7,50.0,0.0,0.0,0.0,06:57:00,16:30:00,573
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-28,3.36,,0.0,0.0,0.0,,52,38,,210.0,200.0,10.1,17.0,,,,,,,,SOD  ,31.0,45.0,57.0,39.0,3.4,52.0,0.0,0.0,0.0,06:58:00,16:30:00,572
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-29,4.92,,2.2,0.0,0.0,,60,51,,180.0,160.0,13.0,25.9,1.0,,,,,,,SOD  ,52.0,56.0,87.0,54.0,4.9,60.0,2.2,0.0,0.0,06:59:00,16:29:00,570
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-30,6.26,,0.73,0.0,0.0,,58,50,,80.0,80.0,18.1,25.1,1.0,,,,,,1.0,SOD  ,,54.0,,,6.2,58.0,0.73,0.0,0.0,07:01:00,16:29:00,568
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-01,7.61,,0.07,0.0,0.0,,54,42,,280.0,290.0,19.9,33.1,1.0,,,,,,,SOD  ,37.0,48.0,64.0,44.0,7.7,54.0,0.07,0.0,0.0,07:02:00,16:29:00,567
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-02,8.72,,0.0,0.0,0.0,,51,40,,290.0,290.0,17.0,28.0,,,,,,,,SOD  ,28.0,46.0,51.0,38.0,8.7,51.0,0.0,0.0,0.0,07:03:00,16:29:00,566
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-03,8.72,,0.0,0.0,0.0,,47,41,,310.0,300.0,17.0,33.1,,,,,,,,SOD  ,26.0,44.0,50.0,37.0,8.8,47.0,0.0,0.0,0.0,07:04:00,16:28:00,564
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-04,4.92,,0.0,0.0,0.0,,47,39,,20.0,310.0,12.1,19.9,,,,,,,,SOD  ,22.0,43.0,46.0,35.0,5.0,47.0,0.0,0.0,0.0,07:04:00,16:28:00,564
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-05,5.59,,0.19,0.0,0.0,,49,38,,290.0,260.0,15.0,23.9,1.0,,,,,,,SOD  ,33.0,44.0,69.0,39.0,5.6,49.0,0.19,0.0,0.0,07:05:00,16:28:00,563
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-06,5.37,,0.35,0.0,0.0,,46,37,,60.0,70.0,15.0,21.9,1.0,,,,,,,SOD  ,30.0,42.0,64.0,37.0,5.4,46.0,0.35,0.0,0.0,07:06:00,16:28:00,562
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-07,3.8,,0.09,0.0,0.0,,46,40,,70.0,80.0,15.0,21.0,1.0,,,,,,1.0,SOD  ,36.0,43.0,80.0,40.0,3.9,46.0,0.09,0.0,0.0,07:07:00,16:28:00,561
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-08,,,0.0,0.0,0.0,,45,35,,,,,,,,,,,,,SOD  ,,40.0,,,,45.0,0.0,0.0,0.0,07:08:00,16:28:00,560
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-09,,,0.0,0.0,0.0,,39,29,,310.0,320.0,21.0,36.0,,,,,,,,SOD  ,,34.0,,,,39.0,0.0,0.0,0.0,07:09:00,16:28:00,559
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-10,6.04,,0.0,0.0,0.0,,35,28,,300.0,290.0,14.1,19.9,,,,,,,,SOD  ,17.0,32.0,55.0,27.0,6.1,35.0,0.0,0.0,0.0,07:10:00,16:28:00,558
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-11,4.03,,0.03,0.4,0.0,,35,28,,260.0,260.0,12.1,16.1,1.0,,,,,,1.0,SOD  ,19.0,32.0,62.0,27.0,4.0,35.0,0.03,0.0,0.4,07:11:00,16:28:00,557
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-12,6.26,,0.5,0.0,0.0,,46,34,,280.0,250.0,13.0,21.0,1.0,,,,,,,SOD  ,36.0,40.0,83.0,39.0,6.2,46.0,0.5,0.0,0.0,07:11:00,16:29:00,558
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-13,4.03,,0.0,0.0,0.0,,43,35,,250.0,270.0,13.0,19.0,,,,,,,,SOD  ,24.0,39.0,53.0,34.0,4.0,43.0,0.0,0.0,0.0,07:12:00,16:29:00,557
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-14,5.59,,0.0,0.0,0.0,,42,34,,290.0,280.0,14.1,23.0,,,,,,,,SOD  ,19.0,38.0,47.0,32.0,5.5,42.0,0.0,0.0,0.0,07:13:00,16:29:00,556
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-15,10.96,,0.0,0.0,0.0,,34,19,,310.0,290.0,25.1,40.0,,,,,,,1.0,SOD  ,0.0,27.0,34.0,19.0,10.9,34.0,0.0,0.0,0.0,07:14:00,16:29:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-16,6.04,,0.0,0.0,0.0,,27,17,,280.0,300.0,15.0,25.1,,,,,,,,SOD  ,4.0,22.0,47.0,18.0,6.0,27.0,0.0,0.0,0.0,07:14:00,16:30:00,556
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-17,4.25,,0.73,2.8,2.0,,39,24,,240.0,240.0,15.0,25.9,1.0,,,,,1.0,1.0,SOD  ,28.0,32.0,87.0,31.0,4.2,39.0,0.73,2.0,2.8,07:15:00,16:30:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-18,7.38,,0.04,0.0,1.2,,58,31,,300.0,310.0,18.1,31.1,1.0,1.0,,,,,,SOD  ,36.0,45.0,75.0,41.0,7.3,58.0,0.04,1.0,0.0,07:15:00,16:30:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-19,6.71,,0.0,0.0,0.0,,31,23,,340.0,50.0,14.1,19.9,,,,,,,,SOD  ,7.0,27.0,43.0,21.0,6.8,31.0,0.0,0.0,0.0,07:16:00,16:31:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-20,3.13,,0.0,0.0,0.0,,33,20,,250.0,250.0,15.0,21.9,,,,,,,,SOD  ,9.0,27.0,46.0,22.0,3.1,33.0,0.0,0.0,0.0,07:17:00,16:31:00,554
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-21,2.91,,0.0,0.0,0.0,,40,30,,240.0,250.0,13.0,19.0,,,,,,,,SOD  ,18.0,35.0,49.0,30.0,2.8,40.0,0.0,0.0,0.0,07:17:00,16:32:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-22,6.26,,0.0,0.0,0.0,,49,37,,290.0,300.0,16.1,27.1,,,,,,,,SOD  ,24.0,43.0,50.0,35.0,6.2,49.0,0.0,0.0,0.0,07:18:00,16:32:00,554
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-23,6.49,,0.0,0.0,0.0,,47,38,,250.0,260.0,15.0,21.9,,,,,,,,SOD  ,24.0,43.0,48.0,35.0,6.4,47.0,0.0,0.0,0.0,07:18:00,16:33:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-24,4.92,,0.47,0.0,0.0,,47,38,,240.0,250.0,15.0,21.9,1.0,,,,,,,SOD  ,34.0,43.0,75.0,39.0,5.0,47.0,0.47,0.0,0.0,07:18:00,16:34:00,556
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-25,6.26,,0.0,0.0,0.0,,50,36,,70.0,300.0,14.1,19.9,,,,,,,,SOD  ,28.0,43.0,56.0,37.0,6.3,50.0,0.0,0.0,0.0,07:19:00,16:34:00,555
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-26,6.49,,0.02,0.0,0.0,,50,33,,90.0,270.0,14.1,23.9,1.0,,,,,,1.0,SOD  ,32.0,42.0,75.0,37.0,6.5,50.0,0.02,0.0,0.0,07:19:00,16:35:00,556
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-27,7.16,,0.0,0.0,0.0,,60,40,,280.0,260.0,19.9,33.1,1.0,,,,,,,SOD  ,41.0,50.0,65.0,48.0,7.2,60.0,0.0,0.0,0.0,07:19:00,16:36:00,557
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-28,5.14,,0.0,0.0,0.0,,40,34,,310.0,300.0,14.1,21.0,,,,,,,,SOD  ,22.0,37.0,54.0,32.0,5.1,40.0,0.0,0.0,0.0,07:20:00,16:36:00,556
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-29,5.37,,0.39,0.0,0.0,,46,33,,270.0,170.0,15.0,25.1,1.0,,,,,,,SOD  ,31.0,40.0,74.0,36.0,5.3,46.0,0.39,0.0,0.0,07:20:00,16:37:00,557
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-30,9.4,,0.01,0.0,0.0,,40,33,,290.0,280.0,18.1,29.1,1.0,,,,,,,SOD  ,24.0,37.0,60.0,32.0,9.4,40.0,0.01,0.0,0.0,07:20:00,16:38:00,558
USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-31,6.93,,0.0,0.0,0.0,,44,31,,250.0,210.0,15.0,25.1,,,,,,,,SOD  ,20.0,38.0,48.0,32.0,6.9,44.0,0.0,0.0,0.0,07:20:00,16:39:00,559
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-01,5.59,,0.0,0.0,0.0,,48,40,,260.0,310.0,15.0,23.0,,,,,,,1.0,SOD  ,22.0,44.0,41.0,36.0,5.5,48.0,0.0,0.0,0.0,07:20:00,16:39:00,559
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-02,9.17,,0.21,0.0,0.0,,41,37,,70.0,70.0,17.0,25.1,1.0,,,1.0,,,,SOD  ,33.0,39.0,82.0,37.0,9.1,41.0,0.21,0.0,0.0,07:20:00,16:40:00,560
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-03,10.74,,0.58,0.0,0.0,,43,39,,70.0,60.0,21.0,30.0,1.0,,,,,,,SOD  ,40.0,41.0,98.0,41.0,10.8,43.0,0.58,0.0,0.0,07:20:00,16:41:00,561
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-04,8.05,,0.0,0.0,0.0,,52,34,,280.0,290.0,23.9,36.0,1.0,,,,,,1.0,SOD  ,31.0,43.0,64.0,39.0,8.0,52.0,0.0,0.0,0.0,07:20:00,16:42:00,562
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-05,7.83,,0.0,0.0,0.0,,34,27,,250.0,290.0,17.0,27.1,,,,,,,,SOD  ,10.0,31.0,42.0,24.0,7.8,34.0,0.0,0.0,0.0,07:20:00,16:43:00,563
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-06,4.7,,0.05,1.2,1.2,,33,25,,360.0,20.0,10.1,16.1,1.0,,,,,,1.0,SOD  ,15.0,29.0,57.0,25.0,4.7,33.0,0.05,1.0,1.2,07:20:00,16:43:00,563
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-07,7.61,,0.32,5.1,0.0,,26,20,,350.0,330.0,17.0,25.1,1.0,1.0,,,,,1.0,SOD  ,13.0,23.0,72.0,19.0,7.5,26.0,0.32,0.0,5.1,07:20:00,16:44:00,564
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-08,8.72,,0.0,0.0,3.9,,25,16,,290.0,280.0,18.1,30.0,,,,,,,,SOD  ,4.0,21.0,50.0,16.0,8.7,25.0,0.0,4.0,0.0,07:20:00,16:45:00,565
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-09,5.14,,0.0,0.0,3.1,,23,14,,250.0,250.0,13.0,21.9,,,,,,,,SOD  ,4.0,19.0,53.0,16.0,5.1,23.0,0.0,3.0,0.0,07:20:00,16:46:00,566
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-10,4.7,,0.0,0.0,3.1,,46,21,,180.0,170.0,14.1,23.9,,,,,,,,SOD  ,21.0,34.0,65.0,29.0,4.6,46.0,0.0,3.0,0.0,07:20:00,16:47:00,567
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-11,5.82,,0.52,0.0,0.0,,52,42,,250.0,240.0,16.1,33.1,1.0,,,,,,,SOD  ,39.0,47.0,76.0,43.0,5.8,52.0,0.52,0.0,0.0,07:20:00,16:49:00,569
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-12,7.61,,0.05,0.0,0.0,,66,47,,250.0,250.0,16.1,23.9,1.0,,,,,,,SOD  ,50.0,57.0,74.0,54.0,7.7,66.0,0.05,0.0,0.0,07:19:00,16:50:00,571
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-13,7.16,,0.0,0.0,0.0,,62,32,,300.0,300.0,17.0,28.0,,,,,,,,SOD  ,28.0,47.0,52.0,39.0,7.2,62.0,0.0,0.0,0.0,07:19:00,16:51:00,572
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-14,4.25,,0.12,0.6,0.0,,34,28,,280.0,60.0,8.9,12.1,1.0,1.0,,,,,,SOD  ,19.0,31.0,66.0,27.0,4.3,34.0,0.12,0.0,0.6,07:19:00,16:52:00,573
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-15,4.25,,0.0,0.0,1.2,,38,30,,310.0,300.0,10.1,15.0,,,,,,,,SOD  ,22.0,34.0,61.0,30.0,4.3,38.0,0.0,1.0,0.0,07:18:00,16:53:00,575
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-16,4.7,,0.0,0.0,0.0,,43,30,,250.0,250.0,13.0,19.0,,,,,,,,SOD  ,21.0,37.0,54.0,31.0,4.6,43.0,0.0,0.0,0.0,07:18:00,16:54:00,576
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-17,4.92,,0.35,0.0,0.0,,42,38,,70.0,70.0,15.0,19.9,1.0,,,,,,1.0,SOD  ,33.0,40.0,81.0,37.0,4.8,42.0,0.35,0.0,0.0,07:17:00,16:55:00,578
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-18,5.82,,0.06,0.0,0.0,,41,38,,60.0,60.0,14.1,19.0,1.0,,,,,,,SOD  ,37.0,40.0,92.0,39.0,5.9,41.0,0.06,0.0,0.0,07:17:00,16:56:00,579
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-19,3.58,,0.0,0.0,0.0,,49,39,,320.0,310.0,12.1,19.0,,,,,,,,SOD  ,34.0,44.0,72.0,39.0,3.6,49.0,0.0,0.0,0.0,07:16:00,16:57:00,581
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-20,4.03,,0.1,0.0,0.0,,45,40,,60.0,110.0,10.1,14.1,1.0,,,,,,,SOD  ,35.0,43.0,77.0,39.0,4.0,45.0,0.1,0.0,0.0,07:16:00,16:59:00,583
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-21,3.8,,0.0,0.0,0.0,,49,41,,270.0,270.0,12.1,18.1,1.0,,,,,,1.0,SOD  ,42.0,45.0,95.0,43.0,3.9,49.0,0.0,0.0,0.0,07:15:00,17:00:00,585
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-22,6.71,,0.05,0.0,0.0,,48,43,,60.0,50.0,21.0,33.1,1.0,1.0,,,,,1.0,SOD  ,43.0,46.0,93.0,44.0,6.6,48.0,0.05,0.0,0.0,07:15:00,17:01:00,586
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-23,18.34,,1.16,0.0,0.0,,44,36,,70.0,40.0,33.1,47.0,1.0,,,,,,,SOD  ,34.0,40.0,82.0,37.0,18.3,44.0,1.16,0.0,0.0,07:14:00,17:02:00,588
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-24,10.07,,1.18,0.0,0.0,,38,35,,50.0,50.0,23.9,36.0,1.0,,,,,,,SOD  ,35.0,37.0,94.0,36.0,10.1,38.0,1.18,0.0,0.0,07:13:00,17:03:00,590
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-25,6.71,,0.0,0.0,0.0,,51,36,,310.0,280.0,18.1,25.9,,,,,,,,SOD  ,30.0,44.0,60.0,38.0,6.7,51.0,0.0,0.0,0.0,07:12:00,17:05:00,593
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-26,6.71,,0.02,0.0,0.0,,56,43,,290.0,270.0,21.0,38.0,,,,,,,,SOD  ,33.0,50.0,58.0,42.0,6.7,56.0,0.02,0.0,0.0,07:12:00,17:06:00,594
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-27,8.95,,0.0,0.0,0.0,,43,36,,290.0,260.0,18.1,33.1,,,,,,,,SOD  ,24.0,40.0,51.0,34.0,9.0,43.0,0.0,0.0,0.0,07:11:00,17:07:00,596
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-28,7.83,,0.0,0.0,0.0,,39,34,,270.0,260.0,16.1,27.1,,,,,,,,SOD  ,21.0,37.0,52.0,31.0,7.9,39.0,0.0,0.0,0.0,07:10:00,17:08:00,598
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-29,5.82,,0.0,0.0,0.0,,43,35,,260.0,260.0,15.0,23.9,,,,,,,,SOD  ,18.0,39.0,44.0,31.0,5.8,43.0,0.0,0.0,0.0,07:09:00,17:10:00,601
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-30,6.26,,0.0,0.0,0.0,,37,30,,310.0,330.0,15.0,21.9,,,,,,,,SOD  ,12.0,34.0,41.0,27.0,6.2,37.0,0.0,0.0,0.0,07:08:00,17:11:00,603
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-31,4.03,,0.06,1.0,0.0,,34,26,,80.0,80.0,12.1,15.0,1.0,1.0,,,,,1.0,SOD  ,20.0,30.0,71.0,27.0,4.0,34.0,0.06,0.0,1.0,07:07:00,17:12:00,605
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-01,5.82,,0.0,0.0,0.0,,47,33,,260.0,250.0,16.1,25.9,,,,,,,,SOD  ,26.0,40.0,56.0,36.0,5.9,47.0,0.0,0.0,0.0,07:06:00,17:13:00,607
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-02,5.37,,0.0,0.0,0.0,,45,32,,280.0,300.0,16.1,28.0,,,,,,,,SOD  ,20.0,39.0,49.0,32.0,5.4,45.0,0.0,0.0,0.0,07:05:00,17:14:00,609
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-03,6.71,,0.0,0.0,0.0,,33,26,,310.0,310.0,17.0,29.1,,,,,,,,SOD  ,9.0,30.0,42.0,23.0,6.8,33.0,0.0,0.0,0.0,07:04:00,17:16:00,612
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-04,8.5,,0.0,0.0,0.0,,34,22,,310.0,310.0,16.1,25.9,,,,,,,,SOD  ,5.0,28.0,38.0,22.0,8.4,34.0,0.0,0.0,0.0,07:03:00,17:17:00,614
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-05,7.16,,0.0,0.0,0.0,,43,31,,230.0,240.0,16.1,28.0,,,,,,,,SOD  ,17.0,37.0,44.0,30.0,7.2,43.0,0.0,0.0,0.0,07:02:00,17:18:00,616
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-06,5.14,,0.0,0.0,0.0,,49,36,,170.0,270.0,13.0,19.9,,,,,,,,SOD  ,23.0,43.0,49.0,35.0,5.2,49.0,0.0,0.0,0.0,07:01:00,17:19:00,618
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-07,6.71,,0.27,0.0,0.0,,42,36,,60.0,70.0,15.0,21.0,1.0,,,,,,1.0,SOD  ,36.0,39.0,92.0,37.0,6.6,42.0,0.27,0.0,0.0,07:00:00,17:21:00,621
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-08,4.7,,0.03,0.0,0.0,,62,38,,360.0,30.0,13.0,17.0,1.0,,,,,,1.0,SOD  ,38.0,50.0,70.0,43.0,4.6,62.0,0.03,0.0,0.0,06:59:00,17:22:00,623
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-09,12.3,,1.16,9.4,2.0,,44,19,,310.0,320.0,23.0,36.9,1.0,1.0,,,,,1.0,SOD  ,18.0,32.0,68.0,25.0,12.3,44.0,1.16,2.0,9.4,06:58:00,17:23:00,625
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-10,8.5,,0.0,0.0,7.9,,32,19,,280.0,260.0,16.1,31.1,,,,,,,1.0,SOD  ,9.0,26.0,49.0,21.0,8.5,32.0,0.0,8.0,0.0,06:57:00,17:24:00,627
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-11,4.03,,0.0,0.0,5.1,,48,30,,240.0,240.0,13.0,19.9,,,,,,,,SOD  ,24.0,39.0,53.0,34.0,4.1,48.0,0.0,5.0,0.0,06:55:00,17:26:00,631
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-12,7.16,,0.46,0.0,2.0,,40,30,,70.0,60.0,17.0,23.0,1.0,,,,,1.0,,SOD  ,30.0,35.0,89.0,32.0,7.2,40.0,0.46,2.0,0.0,06:54:00,17:27:00,633
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-13,12.3,,0.02,0.0,2.0,,39,31,,310.0,310.0,28.0,48.1,1.0,,,,,,,SOD  ,22.0,35.0,59.0,30.0,12.4,39.0,0.02,2.0,0.0,06:53:00,17:28:00,635
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-14,5.37,,0.0,0.0,2.0,,41,28,,250.0,310.0,13.0,19.9,,,,,,,,SOD  ,21.0,35.0,57.0,30.0,5.3,41.0,0.0,2.0,0.0,06:52:00,17:29:00,637
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-15,6.49,,0.0,0.0,0.0,,47,35,,280.0,280.0,18.1,29.1,,,,,,,,SOD  ,29.0,41.0,67.0,36.0,6.5,47.0,0.0,0.0,0.0,06:50:00,17:30:00,640
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-16,10.51,,0.0,0.0,0.0,,35,28,,310.0,310.0,17.0,29.1,,,,,,,,SOD  ,16.0,32.0,51.0,27.0,10.5,35.0,0.0,0.0,0.0,06:49:00,17:32:00,643
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-17,8.5,,0.0,0.0,0.0,,41,26,,290.0,290.0,16.1,28.0,,,,,,,,SOD  ,14.0,34.0,45.0,28.0,8.5,41.0,0.0,0.0,0.0,06:48:00,17:33:00,645
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-18,5.82,,0.0,0.0,0.0,,63,35,,250.0,240.0,16.1,28.0,,,,,,,,SOD  ,25.0,49.0,38.0,40.0,5.9,63.0,0.0,0.0,0.0,06:46:00,17:34:00,648
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-19,5.59,,0.0,0.0,0.0,,65,53,,270.0,330.0,14.1,21.9,,,,,,,,SOD  ,32.0,59.0,37.0,47.0,5.5,65.0,0.0,0.0,0.0,06:45:00,17:35:00,650
USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-20,7.38,,0.0,0.0,0.0,,55,39,,60.0,40.0,18.1,25.1,,,,,,,,SOD  ,22.0,47.0,38.0,38.0,7.4,55.0,0.0,0.0,0.0,06:44:00,17:36:00,652
