STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,REPORT_TYPE,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyMaximumDryBulbTemperature,DailyPrecipitation,DailySnowDepth,DailySnowfall,Sunrise,Sunset,daylight_time
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-05,5.82,,0.76,7.5,13.0,,40,19,,310.0,300.0,14.1,19.9,1.0,1.0,,,,,1.0,SOD  ,21.0,30.0,81.0,24.0,5.8,40.0,0.76,13.0,7.5,06:24:00,17:51:00,687
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-06,6.26,,0.0,0.0,18.9,,27,12,,250.0,250.0,14.1,19.9,,,,,,,,SOD  ,3.0,20.0,49.0,16.0,6.3,27.0,0.0,19.0,0.0,06:23:00,17:53:00,690
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-07,5.14,,0.0,0.0,18.1,,38,18,,250.0,250.0,16.1,23.9,,,,,,,1.0,SOD  ,11.0,28.0,46.0,24.0,5.2,38.0,0.0,18.0,0.0,06:21:00,17:54:00,693
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-08,5.14,,0.0,0.0,16.1,,49,37,,280.0,270.0,19.9,30.0,,,,,,,,SOD  ,22.0,43.0,44.0,35.0,5.1,49.0,0.0,16.0,0.0,06:19:00,17:55:00,696
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-09,4.7,,0.01,0.0,13.0,,54,40,,290.0,290.0,16.1,25.1,,,,,,,,SOD  ,24.0,47.0,40.0,38.0,4.7,54.0,0.01,13.0,0.0,06:18:00,17:56:00,698
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-10,3.58,,0.46,0.0,11.0,,53,39,,180.0,170.0,12.1,17.0,1.0,,,,,,1.0,SOD  ,34.0,46.0,65.0,41.0,3.5,53.0,0.46,11.0,0.0,06:16:00,17:57:00,701
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-11,6.93,,0.01,0.0,5.9,,59,44,,320.0,330.0,14.1,21.9,1.0,,,,,,,SOD  ,35.0,52.0,60.0,44.0,6.9,59.0,0.01,6.0,0.0,06:15:00,17:58:00,703
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-12,8.28,,0.0,0.0,3.9,,47,36,,350.0,310.0,19.9,33.1,,,,,,,,SOD  ,6.0,42.0,23.0,32.0,8.2,47.0,0.0,4.0,0.0,06:13:00,17:59:00,706
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-13,6.49,,0.0,0.0,2.0,,43,31,,170.0,190.0,13.0,19.9,,,,,,,,SOD  ,10.0,37.0,35.0,30.0,6.5,43.0,0.0,2.0,0.0,06:11:00,18:00:00,709
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-14,5.59,,0.81,0.0,1.2,,51,40,,160.0,170.0,15.0,21.9,1.0,,,,,,,SOD  ,41.0,46.0,88.0,43.0,5.5,51.0,0.81,1.0,0.0,06:10:00,18:01:00,711
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-15,11.41,,0.0,0.0,0.0,,44,36,,310.0,320.0,23.0,40.9,,,,,,,,SOD  ,27.0,40.0,57.0,36.0,11.3,44.0,0.0,0.0,0.0,06:08:00,18:02:00,714
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-16,3.8,,0.0,0.0,0.0,,52,35,,310.0,310.0,13.0,19.9,,,,,,,,SOD  ,25.0,44.0,50.0,36.0,3.9,52.0,0.0,0.0,0.0,06:06:00,18:03:00,717
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-17,9.62,,0.02,0.0,0.0,,57,34,,310.0,310.0,23.9,42.9,,,,,,,1.0,SOD  ,26.0,46.0,47.0,39.0,9.7,57.0,0.02,0.0,0.0,06:05:00,18:05:00,720
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-18,9.62,,0.0,0.0,0.0,,39,29,,310.0,290.0,19.9,35.1,,,,,,,1.0,SOD  ,9.0,34.0,37.0,26.0,9.5,39.0,0.0,0.0,0.0,06:03:00,18:06:00,723
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-19,5.82,,0.0,0.0,0.0,,43,29,,280.0,310.0,14.1,21.9,,,,,,,,SOD  ,4.0,36.0,27.0,27.0,5.9,43.0,0.0,0.0,0.0,06:01:00,18:07:00,726
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-20,7.83,,0.4,4.5,0.0,,38,29,,60.0,70.0,17.0,21.9,1.0,1.0,,,,,1.0,SOD  ,17.0,34.0,61.0,28.0,7.9,38.0,0.4,0.0,4.5,06:00:00,18:08:00,728
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-21,5.37,,0.0,0.0,5.1,,47,29,,310.0,320.0,16.1,27.1,1.0,,,,,,1.0,SOD  ,29.0,38.0,72.0,34.0,5.4,47.0,0.0,5.0,0.0,05:58:00,18:09:00,731
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-22,7.61,,0.0,0.0,0.0,,43,28,,310.0,310.0,18.1,30.0,,,,,,,,SOD  ,11.0,36.0,36.0,28.0,7.5,43.0,0.0,0.0,0.0,05:56:00,18:10:00,734
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-23,6.71,,0.0,0.0,0.0,,38,23,,310.0,280.0,16.1,27.1,,,,,,,,SOD  ,4.0,31.0,33.0,23.0,6.7,38.0,0.0,0.0,0.0,05:55:00,18:11:00,736
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-24,4.03,,0.0,0.0,0.0,,45,26,,360.0,360.0,13.0,17.0,,,,,,,,SOD  ,9.0,36.0,34.0,27.0,4.0,45.0,0.0,0.0,0.0,05:53:00,18:12:00,739
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-25,4.47,,0.05,0.0,0.0,,49,34,,160.0,180.0,13.0,21.9,1.0,,,,,,1.0,SOD  ,25.0,42.0,57.0,35.0,4.4,49.0,0.05,0.0,0.0,05:51:00,18:13:00,742
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-26,2.91,,0.32,0.0,0.0,,62,42,,30.0,360.0,14.1,23.0,1.0,,,,,,1.0,SOD  ,45.0,52.0,86.0,47.0,2.9,62.0,0.32,0.0,0.0,05:50:00,18:14:00,744
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-27,4.25,,0.27,0.0,0.0,,46,39,,360.0,290.0,12.1,18.1,1.0,,,,,,,SOD  ,32.0,43.0,69.0,38.0,4.3,46.0,0.27,0.0,0.0,05:48:00,18:15:00,747
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-28,7.61,,0.0,0.0,0.0,,40,26,,10.0,310.0,15.0,23.0,,,,,,,1.0,SOD  ,19.0,33.0,54.0,29.0,7.7,40.0,0.0,0.0,0.0,05:47:00,18:16:00,749
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-29,6.26,,0.0,0.0,0.0,,46,25,,230.0,250.0,14.1,21.9,,,,,,,,SOD  ,6.0,36.0,29.0,27.0,6.3,46.0,0.0,0.0,0.0,05:45:00,18:17:00,752
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-30,7.83,,0.0,0.0,0.0,,54,36,,290.0,280.0,23.9,44.1,,,,,,,,SOD  ,24.0,45.0,48.0,37.0,7.9,54.0,0.0,0.0,0.0,05:43:00,18:18:00,755
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-03-31,5.37,,0.17,0.0,0.0,,47,35,,280.0,280.0,13.0,19.9,1.0,,,,,,,SOD  ,,41.0,58.0,,5.4,47.0,0.17,0.0,0.0,05:42:00,18:19:00,757
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-01,5.14,,0.0,0.0,0.0,,51,32,,280.0,280.0,15.0,23.0,,,,,,,,SOD  ,17.0,42.0,40.0,33.0,5.2,51.0,0.0,0.0,0.0,05:40:00,18:20:00,760
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-02,6.26,,0.0,0.0,0.0,,67,41,,250.0,260.0,19.9,31.1,,,,,,,,SOD  ,26.0,54.0,33.0,42.0,6.2,67.0,0.0,0.0,0.0,05:38:00,18:21:00,763
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-03,6.71,,0.04,0.0,0.0,,64,59,,250.0,250.0,16.1,25.1,1.0,,,,,,1.0,SOD  ,49.0,62.0,67.0,55.0,6.6,64.0,0.04,0.0,0.0,05:37:00,18:23:00,766
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-04,10.07,,0.01,0.0,0.0,,60,42,,310.0,310.0,23.9,40.9,1.0,,,,,,,SOD  ,27.0,51.0,45.0,41.0,10.0,60.0,0.01,0.0,0.0,05:35:00,18:24:00,769
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-05,4.92,,0.0,0.0,0.0,,61,42,,280.0,290.0,18.1,30.0,,,,,,,,SOD  ,24.0,52.0,38.0,40.0,4.8,61.0,0.0,0.0,0.0,05:33:00,18:25:00,772
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-06,4.25,,0.0,0.0,0.0,,63,42,,250.0,250.0,12.1,18.1,,,,,,,,SOD  ,36.0,53.0,54.0,45.0,4.3,63.0,0.0,0.0,0.0,05:32:00,18:26:00,774
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-07,6.93,,0.15,0.0,0.0,,62,42,,60.0,50.0,17.0,25.1,1.0,,,,,,1.0,SOD  ,41.0,52.0,71.0,46.0,7.0,62.0,0.15,0.0,0.0,05:30:00,18:27:00,777
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-08,11.41,,0.0,0.0,0.0,,45,37,,70.0,60.0,21.9,32.0,1.0,,,,,,1.0,SOD  ,32.0,41.0,69.0,37.0,11.4,45.0,0.0,0.0,0.0,05:29:00,18:28:00,779
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-09,8.95,,0.0,0.0,0.0,,43,37,,60.0,60.0,18.1,25.1,1.0,,,,,,1.0,SOD  ,34.0,40.0,83.0,37.0,9.0,43.0,0.0,0.0,0.0,05:27:00,18:29:00,782
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-10,4.7,,0.17,0.0,0.0,,56,39,,290.0,290.0,14.1,21.9,1.0,,,,,,1.0,SOD  ,44.0,48.0,87.0,46.0,4.6,56.0,0.17,0.0,0.0,05:25:00,18:30:00,785
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-11,8.72,,0.0,0.0,0.0,,57,44,,310.0,300.0,17.0,29.1,,,,,,,,SOD  ,30.0,51.0,42.0,43.0,8.7,57.0,0.0,0.0,0.0,05:24:00,18:31:00,787
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-12,3.36,,0.0,0.0,0.0,,66,43,,250.0,260.0,13.0,21.0,,,,,,,,SOD  ,28.0,55.0,41.0,42.0,3.3,66.0,0.0,0.0,0.0,05:22:00,18:32:00,790
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-13,4.7,,0.0,0.0,0.0,,68,50,,170.0,180.0,15.0,23.9,,,,,,,,SOD  ,37.0,59.0,45.0,49.0,4.6,68.0,0.0,0.0,0.0,05:21:00,18:33:00,792
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-14,3.8,,0.01,0.0,0.0,,65,55,,240.0,240.0,13.0,21.9,,,,,,,,SOD  ,40.0,60.0,49.0,51.0,3.9,65.0,0.01,0.0,0.0,05:19:00,18:34:00,795
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-15,6.26,,0.0,0.0,0.0,,72,51,,40.0,40.0,21.0,35.1,,,,,,,,SOD  ,20.0,62.0,21.0,44.0,6.2,72.0,0.0,0.0,0.0,05:18:00,18:35:00,797
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-16,6.49,,0.0,0.0,0.0,,64,52,,170.0,170.0,16.1,21.0,,,,,,,,SOD  ,25.0,58.0,33.0,44.0,6.5,64.0,0.0,0.0,0.0,05:16:00,18:36:00,800
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-17,5.14,,0.08,0.0,0.0,,71,55,,240.0,250.0,15.0,25.1,,,,,,,,SOD  ,51.0,63.0,66.0,56.0,5.2,71.0,0.08,0.0,0.0,05:14:00,18:37:00,803
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-18,4.25,,0.0,0.0,0.0,,80,59,,350.0,360.0,15.0,25.1,,,,,,,,SOD  ,39.0,70.0,35.0,53.0,4.3,80.0,0.0,0.0,0.0,05:13:00,18:38:00,805
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-19,8.5,,0.0,0.0,0.0,,64,48,,180.0,170.0,15.0,21.9,,,,,,,,SOD  ,29.0,56.0,40.0,44.0,8.5,64.0,0.0,0.0,0.0,05:11:00,18:39:00,808
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-20,7.38,,1.37,0.0,0.0,,57,46,,130.0,110.0,16.1,27.1,1.0,,,,,,,SOD  ,49.0,52.0,93.0,50.0,7.4,57.0,1.37,0.0,0.0,05:10:00,18:40:00,810
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-21,6.04,,0.2,0.0,0.0,,65,52,,290.0,290.0,16.1,23.9,1.0,,,,,,,SOD  ,39.0,59.0,55.0,49.0,6.0,65.0,0.2,0.0,0.0,05:08:00,18:41:00,813
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-22,6.49,,0.05,0.0,0.0,,69,48,,270.0,290.0,19.9,33.1,,,,,,,,SOD  ,36.0,59.0,48.0,47.0,6.4,69.0,0.05,0.0,0.0,05:07:00,18:42:00,815
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-23,9.17,,0.0,0.0,0.0,,52,41,,310.0,320.0,21.0,33.1,,,,,,,,SOD  ,23.0,47.0,43.0,37.0,9.1,52.0,0.0,0.0,0.0,05:06:00,18:44:00,818
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-24,8.5,,0.0,0.0,0.0,,52,39,,310.0,20.0,17.0,33.1,,,,,,,,SOD  ,18.0,46.0,37.0,34.0,8.6,52.0,0.0,0.0,0.0,05:04:00,18:45:00,821
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-25,5.59,,0.0,0.0,0.0,,62,38,,50.0,280.0,14.1,21.9,,,,,,,,SOD  ,23.0,50.0,37.0,39.0,5.6,62.0,0.0,0.0,0.0,05:03:00,18:46:00,823
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-26,5.14,,0.0,0.0,0.0,,64,46,,50.0,40.0,13.0,21.0,,,,,,,,SOD  ,27.0,55.0,35.0,43.0,5.2,64.0,0.0,0.0,0.0,05:01:00,18:47:00,826
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-27,5.82,,0.0,0.0,0.0,,62,49,,310.0,310.0,16.1,28.0,,,,,,,,SOD  ,31.0,56.0,40.0,44.0,5.9,62.0,0.0,0.0,0.0,05:00:00,18:48:00,828
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-28,7.83,,0.0,0.0,0.0,,71,50,,20.0,10.0,17.0,25.9,,,,,,,,SOD  ,35.0,61.0,39.0,48.0,7.8,71.0,0.0,0.0,0.0,04:59:00,18:49:00,830
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-29,5.59,,0.0,0.0,0.0,,78,50,,60.0,50.0,17.0,23.0,,,,,,,,SOD  ,38.0,64.0,43.0,50.0,5.6,78.0,0.0,0.0,0.0,04:57:00,18:50:00,833
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-04-30,8.05,,0.0,0.0,0.0,,67,48,,60.0,60.0,15.0,21.0,,,,,,,,SOD  ,38.0,58.0,53.0,47.0,8.0,67.0,0.0,0.0,0.0,04:56:00,18:51:00,835
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-01,5.14,,0.0,0.0,0.0,,63,49,,50.0,160.0,14.1,18.1,,,,,,,,SOD  ,39.0,56.0,60.0,46.0,5.1,63.0,0.0,0.0,0.0,04:55:00,18:52:00,837
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-02,2.91,,0.0,0.0,0.0,,74,48,,160.0,160.0,15.0,21.9,,,,,,,1.0,SOD  ,39.0,61.0,55.0,48.0,3.0,74.0,0.0,0.0,0.0,04:53:00,18:53:00,840
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-03,2.46,,0.0,0.0,0.0,,80,51,,180.0,180.0,10.1,18.1,,,,,,,,SOD  ,38.0,66.0,40.0,51.0,2.5,80.0,0.0,0.0,0.0,04:52:00,18:54:00,842
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-04,5.37,,0.0,0.0,0.0,,85,57,,230.0,210.0,15.0,23.0,,,,,,,,SOD  ,44.0,71.0,40.0,57.0,5.3,85.0,0.0,0.0,0.0,04:51:00,18:55:00,844
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-05,4.03,,0.0,0.0,0.0,,85,66,,250.0,250.0,13.0,21.0,,,,,,,,SOD  ,51.0,76.0,45.0,60.0,4.0,85.0,0.0,0.0,0.0,04:50:00,18:56:00,846
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-06,4.92,,0.0,0.0,0.0,,73,59,,60.0,50.0,14.1,23.0,,,,,,,,SOD  ,41.0,66.0,41.0,53.0,5.0,73.0,0.0,0.0,0.0,04:49:00,18:57:00,848
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-07,2.24,,0.0,0.0,0.0,,80,56,,180.0,170.0,10.1,17.0,,,,,,,1.0,SOD  ,45.0,68.0,49.0,55.0,2.3,80.0,0.0,0.0,0.0,04:47:00,18:58:00,851
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-08,2.91,,0.0,0.0,0.0,,82,56,,160.0,170.0,13.0,21.0,1.0,,,,,,1.0,SOD  ,53.0,69.0,61.0,59.0,3.0,82.0,0.0,0.0,0.0,04:46:00,18:59:00,853
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-09,4.25,,0.0,0.0,0.0,,70,57,,60.0,170.0,8.9,13.0,1.0,,,,,,1.0,SOD  ,55.0,64.0,79.0,58.0,4.3,70.0,0.0,0.0,0.0,04:45:00,19:00:00,855
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-10,3.58,,0.0,0.0,0.0,,83,61,,230.0,240.0,13.0,23.0,1.0,,,,,,1.0,SOD  ,62.0,72.0,69.0,66.0,3.6,83.0,0.0,0.0,0.0,04:44:00,19:01:00,857
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-11,3.8,,0.0,0.0,0.0,,84,70,,250.0,240.0,13.0,25.1,,,,,,,1.0,SOD  ,65.0,77.0,74.0,69.0,3.7,84.0,0.0,0.0,0.0,04:43:00,19:02:00,859
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-12,5.37,,0.0,0.0,0.0,,86,64,,240.0,270.0,15.0,28.0,1.0,,,,,,1.0,SOD  ,57.0,75.0,54.0,65.0,5.4,86.0,0.0,0.0,0.0,04:42:00,19:03:00,861
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-13,7.38,,0.0,0.0,0.0,,70,53,,300.0,300.0,15.0,25.9,,,,,,,,SOD  ,38.0,62.0,43.0,50.0,7.3,70.0,0.0,0.0,0.0,04:41:00,19:04:00,863
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-14,3.8,,0.0,0.0,0.0,,73,50,,250.0,240.0,13.0,19.9,,,,,,,,SOD  ,33.0,62.0,36.0,48.0,3.8,73.0,0.0,0.0,0.0,04:40:00,19:05:00,865
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-15,3.36,,0.0,0.0,0.0,,75,55,,160.0,180.0,13.0,21.9,,,,,,,,SOD  ,40.0,65.0,42.0,52.0,3.3,75.0,0.0,0.0,0.0,04:39:00,19:06:00,867
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-16,2.01,,0.3,0.0,0.0,,75,57,,260.0,260.0,10.1,16.1,1.0,,,,,,,SOD  ,58.0,66.0,76.0,61.0,2.1,75.0,0.3,0.0,0.0,04:38:00,19:07:00,869
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-17,2.01,,0.02,0.0,0.0,,83,64,,10.0,20.0,6.9,11.0,1.0,,,,,,1.0,SOD  ,64.0,74.0,71.0,68.0,1.9,83.0,0.02,0.0,0.0,04:37:00,19:08:00,871
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-18,4.7,,0.0,0.0,0.0,,75,60,,70.0,70.0,14.1,18.1,1.0,,,,,,1.0,SOD  ,56.0,68.0,75.0,60.0,4.6,75.0,0.0,0.0,0.0,04:36:00,19:09:00,873
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-19,2.46,,0.0,0.0,0.0,,80,59,,350.0,300.0,14.1,25.9,1.0,,,,,,1.0,SOD  ,58.0,70.0,74.0,62.0,2.4,80.0,0.0,0.0,0.0,04:35:00,19:10:00,875
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-20,6.93,,0.0,0.0,0.0,,67,54,,300.0,320.0,14.1,27.1,,,,,,,,SOD  ,38.0,61.0,46.0,49.0,6.9,67.0,0.0,0.0,0.0,04:34:00,19:11:00,877
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-21,2.68,,0.0,0.0,0.0,,62,52,,270.0,250.0,12.1,16.1,,,,,,,,SOD  ,38.0,57.0,52.0,48.0,2.6,62.0,0.0,0.0,0.0,04:34:00,19:12:00,878
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-22,6.04,,0.0,0.0,0.0,,74,55,,290.0,280.0,18.1,29.1,,,,,,,,SOD  ,39.0,65.0,41.0,52.0,6.0,74.0,0.0,0.0,0.0,04:33:00,19:13:00,880
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-23,4.47,,0.0,0.0,0.0,,70,49,,300.0,300.0,15.0,25.1,,,,,,,,SOD  ,30.0,60.0,35.0,46.0,4.4,70.0,0.0,0.0,0.0,04:32:00,19:14:00,882
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-24,3.8,,0.0,0.0,0.0,,81,56,,240.0,250.0,10.1,18.1,,,,,,,,SOD  ,43.0,69.0,41.0,55.0,3.9,81.0,0.0,0.0,0.0,04:31:00,19:14:00,883
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-25,4.92,,0.0,0.0,0.0,,85,64,,240.0,200.0,13.0,21.0,,,,,,,,SOD  ,55.0,75.0,51.0,63.0,4.8,85.0,0.0,0.0,0.0,04:31:00,19:15:00,884
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-26,5.14,,0.0,0.0,0.0,,88,67,,230.0,250.0,12.1,19.9,,,,,,,,SOD  ,59.0,78.0,55.0,65.0,5.2,88.0,0.0,0.0,0.0,04:30:00,19:16:00,886
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-27,5.14,,0.08,0.0,0.0,,85,70,,170.0,160.0,15.0,23.0,1.0,,,,,,1.0,SOD  ,65.0,78.0,71.0,68.0,5.1,85.0,0.08,0.0,0.0,04:29:00,19:17:00,888
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-28,4.03,,0.0,0.0,0.0,,85,70,,30.0,310.0,12.1,19.9,,,,,,,1.0,SOD  ,63.0,78.0,64.0,68.0,4.1,85.0,0.0,0.0,0.0,04:29:00,19:18:00,889
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-29,4.03,,0.0,0.0,0.0,,85,65,,50.0,160.0,12.1,17.0,,,,,,,,SOD  ,55.0,75.0,57.0,62.0,4.1,85.0,0.0,0.0,0.0,04:28:00,19:19:00,891
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-30,5.59,,0.0,0.0,0.0,,85,67,,180.0,180.0,14.1,25.1,,,,,,,,SOD  ,62.0,76.0,66.0,67.0,5.5,85.0,0.0,0.0,0.0,04:28:00,19:19:00,891
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-05-31,5.59,,1.46,0.0,0.0,,87,57,,80.0,60.0,19.9,28.0,1.0,1.0,,,,,1.0,SOD  ,64.0,72.0,76.0,67.0,5.5,87.0,1.46,0.0,0.0,04:27:00,19:20:00,893
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-01,10.29,,0.72,0.0,0.0,,58,51,,70.0,70.0,16.1,29.1,1.0,,,,,,,SOD  ,52.0,55.0,90.0,54.0,10.3,58.0,0.72,0.0,0.0,04:27:00,19:21:00,894
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-02,6.26,,0.37,0.0,0.0,,55,50,,60.0,50.0,14.1,19.0,1.0,,,,,,,SOD  ,50.0,53.0,90.0,51.0,6.2,55.0,0.37,0.0,0.0,04:26:00,19:22:00,896
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-03,4.7,,0.0,0.0,0.0,,70,52,,150.0,180.0,10.1,16.1,1.0,,,,,,,SOD  ,49.0,61.0,72.0,54.0,4.6,70.0,0.0,0.0,0.0,04:26:00,19:22:00,896
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-04,5.14,,0.0,0.0,0.0,,65,54,,60.0,80.0,12.1,16.1,,,,,,,,SOD  ,48.0,60.0,68.0,53.0,5.2,65.0,0.0,0.0,0.0,04:26:00,19:23:00,897
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-05,2.91,,0.13,0.0,0.0,,70,55,,80.0,50.0,8.9,14.1,1.0,,,,,,1.0,SOD  ,53.0,63.0,77.0,56.0,2.9,70.0,0.13,0.0,0.0,04:25:00,19:24:00,899
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-06,4.7,,0.19,0.0,0.0,,76,60,,330.0,50.0,8.9,21.9,1.0,,,,,,,SOD  ,50.0,68.0,61.0,58.0,4.6,76.0,0.19,0.0,0.0,04:25:00,19:24:00,899
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-07,3.8,,0.0,0.0,0.0,,74,55,,190.0,180.0,12.1,23.0,,,,,,,,SOD  ,43.0,65.0,45.0,54.0,3.9,74.0,0.0,0.0,0.0,04:25:00,19:25:00,900
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-08,6.04,,0.06,0.0,0.0,,79,63,,250.0,240.0,15.0,27.1,1.0,,,,,,,SOD  ,59.0,71.0,68.0,63.0,6.0,79.0,0.06,0.0,0.0,04:25:00,19:25:00,900
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-09,4.92,,0.01,0.0,0.0,,83,68,,290.0,280.0,15.0,25.1,1.0,,,,,,1.0,SOD  ,62.0,76.0,66.0,67.0,4.8,83.0,0.01,0.0,0.0,04:24:00,19:26:00,902
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-10,3.13,,0.0,0.0,0.0,,82,65,,230.0,250.0,13.0,19.9,,,,,,,,SOD  ,57.0,74.0,54.0,64.0,3.2,82.0,0.0,0.0,0.0,04:24:00,19:27:00,903
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-11,4.47,,0.0,0.0,0.0,,89,72,,250.0,250.0,14.1,19.0,,,,,,,1.0,SOD  ,64.0,81.0,56.0,70.0,4.5,89.0,0.0,0.0,0.0,04:24:00,19:27:00,903
USW00094728,"NY CITY CENTRAL PARK, NY US",2015-06-12,4.47,,0.0,0.0,0.0,,88,73,,170.0,240.0,13.0,23.0,,,,,,,1.0,SOD  ,64.0,81.0,56.0,70.0,4.5,88.0,0.0,0.0,0.0,04:24:00,19:28:00,904
